Time,PACKAGED VAV WITH RHT - L01:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 1:Des Heat Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 1:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 1:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 2:Des Heat Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 2:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 2:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 3:Des Heat Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 3:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 3:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 4:Des Heat Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 4:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 4:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 5:Des Heat Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 5:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 5:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 6:Des Heat Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 6:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 6:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 7:Des Heat Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L01:DesPer 7:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L01:DesPer 7:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 1:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 1:Des Heat Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 1:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 1:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 1:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 2:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 2:Des Heat Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 2:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 2:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 2:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 3:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 3:Des Heat Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 3:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 3:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 3:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 4:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 4:Des Heat Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 4:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 4:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 4:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 5:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 5:Des Heat Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 5:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 5:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 5:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 6:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 6:Des Heat Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 6:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 6:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 6:Des Tot Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 7:Des Heat Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 7:Des Heat Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 7:Des Cool Mass Flow [kg/s],PACKAGED VAV WITH RHT - L02:DesPer 7:Des Sens Cool Cap [W],PACKAGED VAV WITH RHT - L02:DesPer 7:Des Tot Cool Cap [W]
05:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.003020E+01,4.071890E+05,0.000000E+00,0.000000E+00,0.000000E+00,8.383218E+00,1.853269E+05,0.000000E+00,0.000000E+00,0.000000E+00,9.829681E+00,3.921343E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.887989E+01,1.172416E+06,0.000000E+00,0.000000E+00,0.000000E+00,2.137431E+01,4.725195E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.832379E+01,1.129918E+06,0.000000E+00,0.000000E+00,0.000000E+00
05:55:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.003020E+01,4.071890E+05,0.000000E+00,0.000000E+00,0.000000E+00,8.383219E+00,1.853269E+05,0.000000E+00,0.000000E+00,0.000000E+00,9.829683E+00,3.921344E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.887990E+01,1.172417E+06,0.000000E+00,0.000000E+00,0.000000E+00,2.137432E+01,4.725197E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.832380E+01,1.129918E+06,0.000000E+00,0.000000E+00,0.000000E+00
06:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.003021E+01,4.071891E+05,0.000000E+00,0.000000E+00,0.000000E+00,8.383221E+00,1.853269E+05,0.000000E+00,0.000000E+00,0.000000E+00,9.829685E+00,3.921345E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.887992E+01,1.172417E+06,0.000000E+00,0.000000E+00,0.000000E+00,2.137433E+01,4.725199E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.832381E+01,1.129919E+06,0.000000E+00,0.000000E+00,0.000000E+00
06:05:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.515004E+00,3.862738E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.937724E+00,1.754784E+05,0.000000E+00,0.000000E+00,0.000000E+00,9.326162E+00,3.720475E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.741508E+01,1.112951E+06,0.000000E+00,0.000000E+00,0.000000E+00,2.024447E+01,4.475423E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.689036E+01,1.072734E+06,0.000000E+00,0.000000E+00,0.000000E+00
06:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.997697E+00,3.652731E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.490267E+00,1.655865E+05,0.000000E+00,0.000000E+00,0.000000E+00,8.820489E+00,3.518747E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.594490E+01,1.053267E+06,0.000000E+00,0.000000E+00,0.000000E+00,1.910998E+01,4.224622E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.545144E+01,1.015331E+06,0.000000E+00,0.000000E+00,0.000000E+00
06:15:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.481319E+00,3.443101E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.043702E+00,1.557143E+05,0.000000E+00,0.000000E+00,0.000000E+00,8.315765E+00,3.317399E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.447701E+01,9.936756E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.797758E+01,3.974283E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.401486E+01,9.580220E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.964709E+00,3.233376E+05,0.000000E+00,0.000000E+00,0.000000E+00,6.596923E+00,1.458374E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.810804E+00,3.115955E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.300853E+01,9.340610E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.684469E+01,3.723836E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.257768E+01,9.006889E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:25:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.448043E+00,3.023629E+05,0.000000E+00,0.000000E+00,0.000000E+00,6.150102E+00,1.359596E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.305785E+00,2.914489E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.153988E+01,8.744390E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.571169E+01,3.473365E+05,0.000000E+00,0.000000E+00,0.000000E+00,2.114032E+01,8.433484E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.931341E+00,2.813867E+05,0.000000E+00,0.000000E+00,0.000000E+00,5.703258E+00,1.260813E+05,0.000000E+00,0.000000E+00,0.000000E+00,6.800731E+00,2.713008E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.007111E+01,8.148123E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.457862E+01,3.222879E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.970284E+01,7.860033E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:35:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.414612E+00,2.604094E+05,0.000000E+00,0.000000E+00,0.000000E+00,5.256394E+00,1.162025E+05,0.000000E+00,0.000000E+00,0.000000E+00,6.295648E+00,2.511516E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.860224E+01,7.551820E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.344549E+01,2.972380E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.826527E+01,7.286543E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.897858E+00,2.394312E+05,0.000000E+00,0.000000E+00,0.000000E+00,4.809513E+00,1.063234E+05,0.000000E+00,0.000000E+00,0.000000E+00,5.790540E+00,2.310014E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.713331E+01,6.955486E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.231232E+01,2.721871E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.682762E+01,6.713024E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:45:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.381084E+00,2.184520E+05,0.000000E+00,0.000000E+00,0.000000E+00,4.362617E+00,9.644390E+04,0.000000E+00,0.000000E+00,0.000000E+00,5.285411E+00,2.108503E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.566431E+01,6.359128E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.117911E+01,2.471354E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.538991E+01,6.139479E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.864293E+00,1.974722E+05,0.000000E+00,0.000000E+00,0.000000E+00,3.915709E+00,8.656415E+04,0.000000E+00,0.000000E+00,0.000000E+00,4.780264E+00,1.906985E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.419526E+01,5.762748E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.004586E+01,2.220828E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.395214E+01,5.565913E+05,0.000000E+00,0.000000E+00,0.000000E+00
06:55:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.347486E+00,1.764918E+05,0.000000E+00,0.000000E+00,0.000000E+00,3.468790E+00,7.668416E+04,0.000000E+00,0.000000E+00,0.000000E+00,4.275102E+00,1.705461E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.272617E+01,5.166351E+05,0.000000E+00,0.000000E+00,0.000000E+00,8.912589E+00,1.970296E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.251433E+01,4.992329E+05,0.000000E+00,0.000000E+00,0.000000E+00
07:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.830667E+00,1.555109E+05,0.000000E+00,0.000000E+00,0.000000E+00,3.021862E+00,6.680397E+04,0.000000E+00,0.000000E+00,0.000000E+00,3.769925E+00,1.503932E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.125704E+01,4.569939E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.779287E+00,1.719758E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.107649E+01,4.418730E+05,0.000000E+00,0.000000E+00,0.000000E+00
07:05:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.829040E+00,1.554448E+05,0.000000E+00,0.000000E+00,0.000000E+00,3.020424E+00,6.677217E+04,0.000000E+00,0.000000E+00,0.000000E+00,3.768262E+00,1.503269E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.125272E+01,4.568187E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.775825E+00,1.718993E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.107206E+01,4.416966E+05,0.000000E+00,0.000000E+00,0.000000E+00
07:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.829508E+00,1.554638E+05,0.000000E+00,0.000000E+00,0.000000E+00,3.020938E+00,6.678353E+04,0.000000E+00,0.000000E+00,0.000000E+00,3.768740E+00,1.503459E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.125373E+01,4.568595E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.776981E+00,1.719249E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.107309E+01,4.417376E+05,0.000000E+00,0.000000E+00,0.000000E+00
07:15:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.829038E+00,1.554447E+05,0.000000E+00,0.000000E+00,0.000000E+00,3.020554E+00,6.677506E+04,0.000000E+00,0.000000E+00,0.000000E+00,3.768258E+00,1.503267E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.125242E+01,4.568065E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.776033E+00,1.719039E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.107175E+01,4.416841E+05,0.000000E+00,0.000000E+00,0.000000E+00
07:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.828794E+00,1.554348E+05,0.000000E+00,0.000000E+00,0.000000E+00,3.020379E+00,6.677117E+04,0.000000E+00,0.000000E+00,0.000000E+00,3.768006E+00,1.503167E+05,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.125167E+01,4.567762E+05,0.000000E+00,0.000000E+00,0.000000E+00,7.775556E+00,1.718934E+05,0.000000E+00,0.000000E+00,0.000000E+00,1.107098E+01,4.416534E+05,0.000000E+00,0.000000E+00,0.000000E+00
